Name;Author;GITHUB Link;MEGA Link;Publication Year;SYNC Link;Topics;Type;cover page
Brain And Mind;Alexandre R. Luria;https://raw.githubusercontent.com/peatysharing/bibliography/main/Alexandre%20R.%20Luria/1966%20-%20Alexandre%20R.%20Luria%20-%20Brain%20And%20Mind.pdf;https://mega.nz/file/A0oTWIKD#6sLRhLNoRPCQRH5Nqxz9uuIiUQagvII1taSM0YDvsAI;1966;;;Article;img/cover page/Alexandre R. Luria/1966 – Brain And Mind.webp
The Working Brain, An Introduction To Neuropsychology;Alexandre R. Luria;https://raw.githubusercontent.com/peatysharing/bibliography/main/Alexandre%20R.%20Luria/1973%20-%20Alexandre%20R.%20Luria%20-%20The%20Working%20Brain%2C%20An%20Introduction%20To%20Neuropsychology.pdf;https://mega.nz/file/IsxTCCyb#7Z-eNUrKVp0Uf5TYhdcFKF1cKuQj3EFQi-EBTYfAsQA;1973;;;Book;img/cover page/Alexandre R. Luria/1973 - The Working Brain, An Introduction To Neuropsychology.webp
The Mind Of A Mnemonist, A Little Book About A Vast Memory;Alexandre R. Luria, Lynn Solotaroff;https://raw.githubusercontent.com/peatysharing/bibliography/main/Alexandre%20R.%20Luria/1968%20-%20Alexandre%20R.%20Luria%3B%20Lynn%20Solotaroff%20-%20The%20Mind%20Of%20A%20Mnemonist%2C%20A%20Little%20Book%20About%20A%20Vast%20Memory.pdf;https://mega.nz/file/lx5XAKKL#TunO_m-i_pyqfkMfNiOcXTzG27WzzrR6dex9vsuLSCo;1968;;;Book;img/cover page/Alexandre R. Luria/1968 - The Mind Of A Mnemonist, A Little Book About A Vast Memory.webp
On The Permanent Life Of Tissues Outside Of The Organism;Alexis Carrel;https://raw.githubusercontent.com/peatysharing/bibliography/main/Alexis%20Carrel/1912%20-%20Alexis%20Carrel%20-%20On%20The%20Permanent%20Life%20Of%20Tissues%20Outside%20Of%20The%20Organism.pdf;https://mega.nz/file/Eh4EWZ4T#bLWITmD4f9wTwJTADsmWG1T7mtIP8hA4hQJjB5l8rK4;1912;;;Article;img/cover page/Alexis Carrel/1912 - On The Permanent Life Of Tissues Outside Of The Organism.webp
Contributions To The Study Of The Mechanism Of The Growth Of Connective Tissue;Alexis Carrel;https://raw.githubusercontent.com/peatysharing/bibliography/main/Alexis%20Carrel/1913%20-%20Alexis%20Carrel%20-%20Contributions%20To%20The%20Study%20Of%20The%20Mechanism%20Of%20The%20Growth%20Of%20Connective%20Tissue.pdf;https://mega.nz/file/NpZUAJiJ#S1DuoShmzdCJHsM8w8-xzLBswR8p5VXGG7o1sqYeHVU;1913;;;Article;img/cover page/Alexis Carrel/1913 - Contributions To The Study Of The Mechanism Of The Growth Of Connective Tissue.webp
Process And Reality;Alfred North Whitehead;https://raw.githubusercontent.com/peatysharing/bibliography/main/Alfred%20North%20Whitehead/1928%20-%20Alfred%20North%20Whitehead%20-%20Process%20And%20Reality.pdf;https://mega.nz/file/40AHwboJ#S47djRW5lN143kk4Faery3OdWpXdJKUFfMYgPYSYsVI;1928;;;Book;img/cover page/Alfred North Whitehead/1928 - Process And Reality.webp
Process And Reality;Alfred North Whitehead;https://raw.githubusercontent.com/peatysharing/bibliography/main/Alfred%20North%20Whitehead/1929%20-%20Alfred%20North%20Whitehead%20-%20Process%20And%20Reality.pdf;https://mega.nz/file/Eh4FwaQR#aNh9noNFDpnlLP39e8JwWWeE4fTWVDoESRt10ukR1V8;1929;https://ln5.sync.com/dl/2ab19b240/yw94gvxm-7vw8u24y-ryj9yqig-smc4t6hv;Philosophy;Book;img/cover page/Alfred North Whitehead/1929 - Process And Reality.webp
Modes Of Thought;Alfred North Whitehead;https://raw.githubusercontent.com/peatysharing/bibliography/main/Alfred%20North%20Whitehead/1938%20-%20Alfred%20North%20Whitehead%20-%20Modes%20Of%20Thought.pdf;https://mega.nz/file/90YASY6Z#phpx5VrRUOvSjiiqyaBirjkUDY5gUGpQQcI5PcgCc8E;1938;;;Book;img/cover page/Alfred North Whitehead/1938 - Modes Of Thought_2.webp
Avoidance By Rats Of Illumination With Low Power Nonionizing Electromagntic Energy;Allan H. Frey, Sondra R. Feld;https://raw.githubusercontent.com/peatysharing/bibliography/main/Allan%20H.%20Frey/1975%20-%20Allan%20H.%20Frey%3B%20Sondra%20R.%20Feld%20-%20Avoidance%20By%20Rats%20Of%20Illumination%20With%20Low%20Power%20Nonionizing%20Electromagntic%20Energy.pdf;https://mega.nz/file/YtoRwCSS#jrQMdFUNY90MyRKS2BMtDM7UxidFxdPz_HZHRALC4ms;1975;;;Article;img/cover page/Allan H. Frey/1975 - Avoidance By Rats Of Illumination With Low Power Nonionizing Electromagntic Energy.webp
What Is Gerovital;Ana Aslan;https://raw.githubusercontent.com/peatysharing/bibliography/main/Ana%20Aslan/1973%20-%20Ana%20Aslan%20-%20What%20Is%20Gerovital.pdf;https://mega.nz/file/o8AWCIBK#BzVZU4rDZleDZYP0LiowPU5o_IvukMAe9oqr2-CAy80;1973;;;;img/cover page/Ana Aslan/1973 - What Is Gerovital.webp
International Handbook on Aging;Ana Aslan;https://raw.githubusercontent.com/peatysharing/bibliography/main/Ana%20Aslan/1980%20-%20Ana%20Aslan%20-%20International%20Handbook%20on%20Aging.pdf;https://mega.nz/file/JsRVkagJ#KlpnzJuUlKx-tQYpFxcutS9ynbbZJLdfYR94FzC4xFQ;1980;;;;img/cover page/Ana Aslan/1980 - International Handbook on Aging.webp
Romanian Journal of Gerontology and Geriatrics Volume 1, Issue 1 (1980);Ana Aslan;https://raw.githubusercontent.com/peatysharing/bibliography/main/Ana%20Aslan/Romanian%20Journal%20of%20Gerontology%20and%20Geriatrics/Volume%201%2C%20Issue%201%20%281980%29.pdf;https://mega.nz/file/tsR0zb7b#dMuDs7ZK37fdioia-Re6-8mrFZKMzN1GOaYJmTgV-b4;;;;;img/cover page/Ana Aslan/Romanian Journal of Gerontology and Geriatrics/Volume 1, Issue 1 (1980).webp
Romanian Journal of Gerontology and Geriatrics Volume 1, Issue 2 (1980);Ana Aslan;https://raw.githubusercontent.com/peatysharing/bibliography/main/Ana%20Aslan/Romanian%20Journal%20of%20Gerontology%20and%20Geriatrics/Volume%201%2C%20Issue%202%20%281980%29.pdf;https://mega.nz/file/opoBlSzJ#r5Ij3CIMLoSbBXeJJbvOkyNbl0DOR6A6wbbIVVaFZdI;;;;;img/cover page/Ana Aslan/Romanian Journal of Gerontology and Geriatrics/Volume 1, Issue 2 (1980).webp
The Society Of Cells, Cancer Control Of Cell Proliferation;Ana M. Soto, Carlos Sonnenschein;https://raw.githubusercontent.com/peatysharing/bibliography/main/Carlos%20Sonnenschein%20%26%20Ana%20M.%20Soto/1999%20-%20Ana%20M.%20Soto%2C%20Carlos%20Sonnenschein%20-%20The%20Society%20Of%20Cells%2C%20Cancer%20Control%20Of%20Cell%20Proliferation.pdf;https://mega.nz/file/htIjwATL#nudQ-xaOjbD4cFJVFSpxv2GPA2wexZeysIlaOPU8Vpg;1999;;;;img/cover page/Carlos Sonnenschein & Ana M. Soto/1999 - The Society Of Cells, Cancer Control Of Cell Proliferation.webp
Theories Of Carcinogenesis, An Emerging Perspective;Ana M. Soto, Carlos Sonnenschein;https://raw.githubusercontent.com/peatysharing/bibliography/main/Carlos%20Sonnenschein%20%26%20Ana%20M.%20Soto/2008%20-%20Ana%20M.%20Soto%2C%20Carlos%20Sonnenschein%20-%20Theories%20Of%20Carcinogenesis%2C%20An%20Emerging%20Perspective.pdf;https://mega.nz/file/d4gQADaA#FcVJrOGUEAoPoKE3GgOf43eTP53UPBlwsdhfIltWGjg;2008;;;;img/cover page/Carlos Sonnenschein & Ana M. Soto/2008 - Theories Of Carcinogenesis, An Emerging Perspective.webp
Environmental Causes Of Cancer;Ana M. Soto, Carlos Sonnenschein;https://raw.githubusercontent.com/peatysharing/bibliography/main/Carlos%20Sonnenschein%20%26%20Ana%20M.%20Soto/2010%20-%20Ana%20M.%20Soto%2C%20Carlos%20Sonnenschein%20-%20Environmental%20Causes%20Of%20Cancer.pdf;https://mega.nz/file/N0Bl2IiA#8_h_hPYsn_BlDOv5YFc4VJafiH2NqSfga6tu4VjrvWo;2010;;;Article;img/cover page/Carlos Sonnenschein & Ana M. Soto/2010 - Environmental Causes Of Cancer.webp
The Biology Of Human Starvation Volume 1;Ancel Keys, Josef Brožek, Austin Henschel, Olaf Mickelsen;https://raw.githubusercontent.com/peatysharing/bibliography/main/Ancel%20Keys/1950%20-%20Ancel%20Keys%2C%20Josef%20Bro%C5%BEek%2C%20Austin%20Henschel%2C%20Olaf%20Mickelsen%20-%20The%20Biology%20Of%20Human%20Starvation%20Volume%201.pdf;https://mega.nz/file/ZkhXUTaa#SKHksqAzD4MD86V-RwnMe7qnjd0TtKm5NmEOKwNy58I;1950;;;;img/cover page/Ancel Keys/1950 - The Biology Of Human Starvation Volume 1.webp
The Biology Of Human Starvation Volume 2;Ancel Keys, Josef Brožek, Austin Henschel, Olaf Mickelsen;https://raw.githubusercontent.com/peatysharing/bibliography/main/Ancel%20Keys/1950%20-%20Ancel%20Keys%2C%20Josef%20Bro%C5%BEek%2C%20Austin%20Henschel%2C%20Olaf%20Mickelsen%20-%20The%20Biology%20Of%20Human%20Starvation%20Volume%202.pdf;https://mega.nz/file/N8pxTAxT#thy7TKobpcNeU507OT2Yc5ETr7iAaBmKTpZPACxpMWo;1950;;;;img/cover page/Ancel Keys/1950 - The Biology Of Human Starvation Volume 2.webp
Components Of Hypothyalamic Obesity, Bipiperidyl-mustard Lesions Add Hyperphagia To Monosodium Glutamate-induced Hyperinsulinemia;Andrew C. Scallet, John W. Olney;https://raw.githubusercontent.com/peatysharing/bibliography/main/Andrew%20C.%20Scallet/1986%20-%20Andrew%20C.%20Scallet%3B%20John%20W.%20Olney%20-%20Components%20Of%20Hypothyalamic%20Obesity%2C%20Bipiperidyl-mustard%20Lesions%20Add%20Hyperphagia%20To%20Monosodium%20Glutamate-induced%20Hyperinsulinemia.pdf;https://mega.nz/file/NsRVkIAS#mqtstqH9qbNaOrO4ORn8ycqkxXoDpmFOlR_r_tKKvPA;1986;;;Article;img/cover page/Andrew C. Scallet/1986 - Components Of Hypothyalamic Obesity, Bipiperidyl-mustard Lesions Add Hyperphagia To Monosodium Glutamate-induced Hyperinsulinemia.webp
Traces Of Bygone Biospheres;Andrey Vitalyevich Lapo;https://raw.githubusercontent.com/peatysharing/bibliography/main/Andrey%20Vitalyevich%20Lapo/1982%20-%20Andrey%20Vitalyevich%20Lapo%20-%20Traces%20Of%20Bygone%20Biospheres.pdf;https://mega.nz/file/k5hXmYbD#5BpKwfSmkXLX-Yawbg0CSfRACDiJCZ6o37JijRiWv5o;1982;;;Book;img/cover page/Andrey Vitalyevich Lapo/1982 - Traces Of Bygone Biospheres.webp
The Sacred Mushroom, Key To The Door Of Eternity;Andrija Puharich;https://raw.githubusercontent.com/peatysharing/bibliography/main/Andrija%20Puharich/1959%20-%20Andrija%20Puharich%20-%20The%20Sacred%20Mushroom%2C%20Key%20To%20The%20Door%20Of%20Eternity.pdf;https://mega.nz/file/V9JhQC5b#3waLvCa08fZGtgszTSWAFKb_NmHxLcdpld9YNzrJStE;1959;;;;img/cover page/Andrija Puharich/1959 - The Sacred Mushroom, Key To The Door Of Eternity.webp
Beyond Telephathy, The Classic Work On The Paranormal;Andrija Puharich;https://raw.githubusercontent.com/peatysharing/bibliography/main/Andrija%20Puharich/1962%20-%20Andrija%20Puharich%20-%20Beyond%20Telephathy%2C%20The%20Classic%20Work%20On%20The%20Paranormal.pdf;https://mega.nz/file/BopVzZwT#hpAqHo2O1HCwVhviEhzu8sc0VWpqtAbBv0YvRNE-NLI;1962;;;;img/cover page/Andrija Puharich/1962 - Beyond Telephathy, The Classic Work On The Paranormal.webp
Successful Treatment of Neoplasms in Mice With Gaseous Superoxide Anion (O2-) and Ozone (O3) With a Rationale for the Effect;Andrija Puharich;https://raw.githubusercontent.com/peatysharing/bibliography/main/Andrija%20Puharich/1983%20-%20Andrija%20Puharich%20-%20Successful%20Treatment%20of%20Neoplasms%20in%20Mice%20With%20Gaseous%20Superoxide%20Anion%20%28O2-%29%20and%20Ozone%20%28O3%29%20With%20a%20Rationale%20for%20the%20Effect.pdf;https://mega.nz/file/gpJxCbQS#wbee9DppTzYXeXmxvlYrdHW8YhaJClSreQUgQ-PA1Iw;1983;;;;img/cover page/Andrija Puharich/1983 - Successful Treatment of Neoplasms in Mice With Gaseous Superoxide Anion (O2-) and Ozone (O3) With a Rationale for the Effect.webp
Elf Magnetic Model Of Matter And Mind, The Origin Of Life, And The Art Of Healing;Andrija Puharich;https://raw.githubusercontent.com/peatysharing/bibliography/main/Andrija%20Puharich/1987%20-%20Andrija%20Puharich%20-%20Elf%20Magnetic%20Model%20Of%20Matter%20And%20Mind%2C%20The%20Origin%20Of%20Life%2C%20And%20The%20Art%20Of%20Healing.pdf;https://mega.nz/file/F4gG1CyB#R30dTlKoFUPxQdo5SVVPlE1jHdtoItvK3XpEesxNkCQ;1987;https://ln5.sync.com/dl/bd0b074f0/jntu9tus-uxhyf48x-jams9mtw-4p4chqcm;EMF;Book;img/cover page/Andrija Puharich/1987 - Elf Magnetic Model Of Matter And Mind, The Origin Of Life, And The Art Of Healing.webp
New And Nonofficial Remedies;Armour;https://raw.githubusercontent.com/peatysharing/bibliography/main/Armour%20%26%20Co/1912%20-%20Armour%20%26%20Co%20-%20New%20And%20Nonofficial%20Remedies.pdf;https://mega.nz/file/845BEIqI#YX22POuWZIp0KJPbcJcJu86ANRnYpvqyGongf4pFdKQ;1912;;;Article;img/cover page/Armour & Co/1912 - New And Nonofficial Remedies.webp
Induction of Sexual Receptivity in Estrogen Conditioned Spayed Female Guinea Pigs by Orally Administered Progesterone and Pregneninolone;Arnold L. Soderwall;https://raw.githubusercontent.com/peatysharing/bibliography/main/Arnold%20L.%20Soderwall/1940%20-%20Arnold%20L.%20Soderwall%20-%20Induction%20of%20Sexual%20Receptivity%20in%20Estrogen%20Conditioned%20Spayed%20Female%20Guinea%20Pigs%20by%20Orally%20Administered%20Progesterone%20and%20Pregneninolone.pdf;https://mega.nz/file/N5QTAChR#vg0NiFfzRyWnQyaBjZQJfsqirzIvBZLEn9SAkDLE8b8;1940;;;;img/cover page/Arnold L. Soderwall/1940 - Induction of Sexual Receptivity in Estrogen Conditioned Spayed Female Guinea Pigs by Orally Administered Progesterone and Pregneninolone.webp
The Natural Superiority Of Women;Ashley Montagu;https://raw.githubusercontent.com/peatysharing/bibliography/main/Ashley%20Montagu/1953%20-%20Ashley%20Montagu%20-%20The%20Natural%20Superiority%20Of%20Women.pdf;https://mega.nz/file/V4BnBSSZ#JEVsVHrF-Ct3lY02h5LLuTWu4JyzOO6opVmRyFk99Uo;1953;;;Book;img/cover page/Ashley Montagu/1953 - The Natural Superiority Of Women.webp
Growing Young;Ashley Montagu;https://raw.githubusercontent.com/peatysharing/bibliography/main/Ashley%20Montagu/1981%20-%20Ashley%20Montagu%20-%20Growing%20Young.pdf;https://mega.nz/file/0wQUyKST#FAZLpd_s_BfNiRCHS7wNn4NGw5zqbjyTsOm2KEYc0bg;1981;;;Book;img/cover page/Ashley Montagu/1981 - Growing Young.webp
The Vacuolating Virus SV40;B. H. Sweet, M. R. Hilleman;https://raw.githubusercontent.com/peatysharing/bibliography/main/Maurice%20R.%20Hilleman/1960%20-%20B.%20H.%20Sweet%2C%20M.%20R.%20Hilleman%20-%20The%20Vacuolating%20Virus%20Sv40.pdf;https://mega.nz/file/o0xB3QAR#eMBxb7lgtNbEWTO_lsT0RnETvvY2FMnLN5j2ZONsv28;1960;;;Article;img/cover page/Maurice R. Hilleman/1960 - The Vacuolating Virus SV40.webp
Total And Free Estrogens And Androgens In Postmenopausal Women With Hip Fractures;B. J. Davidson, R. K. Ross, A. Paganini-Hill, G. D. Hammond, P. K. Siiteri, H. L. Judd;https://raw.githubusercontent.com/peatysharing/bibliography/main/B.%20J.%20Davidson/1982%20-%20B.%20J.%20Davidson%3B%20R.%20K.%20Ross%3B%20A.%20Paganini-Hill%3B%20G.%20D.%20Hammond%3B%20P.%20K.%20Siiteri%3B%20H.%20L.%20Judd%20-%20Total%20And%20Free%20Estrogens%20And%20Androgens%20In%20Postmenopausal%20Women%20With%20Hip%20Fractures.pdf;https://mega.nz/file/okwTiKLY#1-nP7wkrvyei93jzsHhTotIco7IzMADO3n2nqke19NM;1982;;;Article;img/cover page/B. J. Davidson/1982 - Total And Free Estrogens And Androgens In Postmenopausal Women With Hip Fractures.webp
Identity Of The Acetylcholine, Adrenalin And Serotonin Receptors;B. N. Manukhin, T. M. Turpaev;https://raw.githubusercontent.com/peatysharing/bibliography/main/B.%20N.%20Manukhin/1972%20-%20B.%20N.%20Manukhin%3B%20T.%20M.%20Turpaev%20-%20Identity%20Of%20The%20Acetylcholine%2C%20Adrenalin%20And%20Serotonin%20Receptors.pdf;https://mega.nz/file/E55XGC5L#3yw9VQ1FcUwELrJMNP5rbNPgfjwfhtBJ_8rnSHHAEs4;1972;;;Article;img/cover page/B. N. Manukhin/1972 - Identity Of The Acetylcholine, Adrenalin And Serotonin Receptors.webp
The Significance Of Responses Of The Genome To Challenge;Barbara McClintock;https://raw.githubusercontent.com/peatysharing/bibliography/main/Barbara%20McClintock/1984%20-%20Barbara%20McClintock%20-%20The%20Significance%20Of%20Responses%20Of%20The%20Genome%20To%20Challenge.pdf;https://mega.nz/file/Y5ZRiAbQ#bsHBKg0DTeFSN0XFgZdWZMhze-NcjRKX0TZBBptK9qw;1984;;;Article;img/cover page/Barbara McClintock/1984 - The Significance Of Responses Of The Genome To Challenge.webp
Inadequate Corpus Luteum Function, A Pathophysiological Interpretation Of Human Breast Cancer Epidemiology;Barry M. Sherman, Stanley G. Korenman;https://raw.githubusercontent.com/peatysharing/bibliography/main/Barry%20M.%20Sherman/1974%20-%20Barry%20M.%20Sherman%3B%20Stanley%20G.%20Korenman%20-%20Inadequate%20Corpus%20Luteum%20Function%2C%20A%20Pathophysiological%20Interpretation%20Of%20Human%20Breast%20Cancer%20Epidemiology.pdf;https://mega.nz/file/xpAUmApL#FNVkG_0X-E4p8sLe4nL6sOQnj_gQ5yBqTiJd7lvXRXM;1974;;;Article;img/cover page/Barry M. Sherman/1974 - Inadequate Corpus Luteum Function, A Pathophysiological Interpretation Of Human Breast Cancer Epidemiology.webp
Why Your Child Is Hyperactive;Ben F. Feingold;https://raw.githubusercontent.com/peatysharing/bibliography/main/Ben%20F.%20Feingold/1975%20-%20Ben%20F.%20Feingold%20-%20Why%20Your%20Child%20Is%20Hyperactive.pdf;https://mega.nz/file/U051mTqZ#s858uo1oRddE9O4oNXSt_1xlHz7TAuwRI8IVKgGqRus;1975;;;Book;img/cover page/Ben F. Feingold/1975 - Why Your Child Is Hyperactive.webp
Why Your Child Is Hyperactive;Ben F. Feingold;https://raw.githubusercontent.com/peatysharing/bibliography/main/Ben%20F.%20Feingold/1985%20-%20Ben%20F.%20Feingold%20-%20Why%20Your%20Child%20Is%20Hyperactive.pdf;https://mega.nz/file/cwJjkZIb#XsRVBeI38KjPmCchcjRkuGiJlTGubsGUAJniU4xyIwI;1985;;;Book;img/cover page/Ben F. Feingold/1985 - Why Your Child Is Hyperactive.webp
Medical Inquiries And Observations;Benjamin Rush;https://raw.githubusercontent.com/peatysharing/bibliography/main/Benjamin%20Rush/1805%20-%20Benjamin%20Rush%20-%20Medical%20Inquiries%20And%20Observations.pdf;https://mega.nz/file/A4BETRBJ#pM44ZgJHhwZdGFX2thNSt0kiiB04glb4RsMEfKgqiRA;1805;;;Book;img/cover page/Benjamin Rush/1805 - Medical Inquiries And Observations.webp
Medical Inquiries And Observations Upon The Diseases Of The Mind;Benjamin Rush;https://raw.githubusercontent.com/peatysharing/bibliography/main/Benjamin%20Rush/1962%20-%20Benjamin%20Rush%20-%20Medical%20Inquiries%20And%20Observations%20Upon%20The%20Diseases%20Of%20The%20Mind.pdf;https://mega.nz/file/R5x3XQBA#X-gNqWmZy5THkh6RG9zNbRTUcJIIWFmaOBKyGh6SV_o;1962;;;Book;img/cover page/Benjamin Rush/1962 - Medical Inquiries And Observations Upon The Diseases Of The Mind.webp
The Ants;Bert Hölldobler, Edward O. Wilson;https://raw.githubusercontent.com/peatysharing/bibliography/main/E.%20O.%20Wilson/1990%20-%20Bert%20Ho%CC%88lldobler%3B%20Edward%20O.%20Wilson%20-%20The%20ants.pdf;https://mega.nz/file/ghITWbKa#VUACFfj1vEA_nxYlfxcDgCjiU0iWvY5rEp7tWqtg1_g;1990;;;;img/cover page/E. O. Wilson/1990 - The Ants.webp
Dying And Death, With Special Reference To Brain Death. A Bibliography;Blair-st Giles Ba, Harold Hillman;https://raw.githubusercontent.com/peatysharing/bibliography/main/Harold%20Hillman/1983%20-%20Blair-st%20Giles%20Ba%2C%20Harold%20Hillman%20-%20Dying%20And%20Death%2C%20With%20Special%20Reference%20To%20Brain%20Death.%20A%20Bibliography.pdf;https://mega.nz/file/1lgSDBKL#_VRKqxIpslfEzVm3uvTk00Vje-LNL1YtsdDAFVr9WIM;1983;;;Article;img/cover page/Harold Hillman/1983 - Dying And Death, With Special Reference To Brain Death. A Bibliography.webp
Right-wing Authoritarianism;Bob Altemeyer;https://raw.githubusercontent.com/peatysharing/bibliography/main/Bob%20Altemeyer/1981%20-%20Bob%20Altemeyer%20-%20Right-wing%20Authoritarianism.pdf;https://mega.nz/file/k1JiQJYB#EWHSkvuK8SXGO9h3IZoEoXpyww0vpIXqDp0WT6DQ_vg;1981;https://ln5.sync.com/dl/f69d4b960/27yuze69-9f2gq94p-n3d8q22t-wsiwx8ac;Psychology;Book;img/cover page/Bob Altemeyer/1981 - Right-wing Authoritarianism.webp
On the Kyungrak System;Bong-Han Kim;https://raw.githubusercontent.com/peatysharing/bibliography/main/Bong-Han%20Kim/1964%20-%20Bong-Han%20Kim%20-%20On%20the%20Kyungrak%20System.pdf;https://mega.nz/file/pkw2XQxR#ercShjP4Q8p0QD7rol_-_Q4yOp13PC90MgPOOFxzZhM;1964;;;Book;img/cover page/Bong-Han Kim/1964 - On the Kyungrak System.webp
Developmental And comparative Biological Study Of Primo Vascular System;Bong-Han Kim;https://raw.githubusercontent.com/peatysharing/bibliography/main/Bong-Han%20Kim/2012%20-%20Bong-Han%20Kim%20-%20Developmental%20And%20comparative%20Biological%20Study%20Of%20Primo%20Vascular%20System.pdf;https://mega.nz/file/phw1TT4A#0zuYMAlDG94jRK0HsR-BbseI3dXnsupDe8_7hJEsqas;2012;;;;img/cover page/Bong-Han Kim/2012 - Developmental And comparative Biological Study Of Primo Vascular System.webp
Clinically Inactive Thyroid USP, A Preliminary Report;Boris Catz, Eli Ginsburg, Stephen Salenger;https://raw.githubusercontent.com/peatysharing/bibliography/main/Boris%20Catz/1962%20-%20Boris%20Catz%3B%20Eli%20Ginsburg%3B%20Stephen%20Salenger%20-%20Clinically%20Inactive%20Thyroid%20USP%2C%20A%20Preliminary%20Report.pdf;https://mega.nz/file/V1p0GSxD#9YzV5mTPXg-5nv3qyTNrXODisxVL-ZdqpKdn-wwGNPk;1962;;;Article;img/cover page/Boris Catz/1962 - Clinically Inactive Thyroid USP, A Preliminary Report.webp
Physiology For Everyone;Boris F. Sergeev;https://raw.githubusercontent.com/peatysharing/bibliography/main/Boris%20F.%20Sergeev/1973%20-%20Boris%20F.%20Sergeev%20-%20Physiology%20For%20Everyone.pdf;https://mega.nz/file/AlQ30ZyY#k8s5vu2enyVahvMoTfW6UCmKMB9LtoUr80sAvV16rkg;1973;;;Book;img/cover page/Boris F. Sergeev/1973 - Physiology For Everyone.webp
Summary Of Development Of The Theory Of Stability Of Colloids And Thin Films;Boris V. Derjaguin;https://raw.githubusercontent.com/peatysharing/bibliography/main/Boris%20V.%20Derjaguin/1992%20-%20Boris%20V.%20Derjaguin%20-%20Summary%20Of%20Development%20Of%20The%20Theory%20Of%20Stability%20Of%20Colloids%20And%20Thin%20Films.pdf;https://mega.nz/file/A4RQHJ5R#2Dv2Nm2gIAmgWGaQUUIS0nruWZ2qpOlNtgFbSMel0YM;1992;;;Article;img/cover page/Boris V. Derjaguin/1992 - Summary Of Development Of The Theory Of Stability Of Colloids And Thin Films.webp
Surface Forces;Boris V. Derjaguin, N. V. Churaev, V. M. Muller;https://raw.githubusercontent.com/peatysharing/bibliography/main/Boris%20V.%20Derjaguin/1987%20-%20Boris%20V.%20Derjaguin%3B%20N.%20V.%20Churaev%2C%20V.%20M.%20Muller%20-%20Surface%20Forces.pdf;https://mega.nz/file/VlZ2AIyC#MPhhB7XcJYFodUfXc0zEuqtUOvRziJg7xKY_vJPCC4k;1987;;;Book;img/cover page/Boris V. Derjaguin/1987 - Surface Forces.webp
The Creative Process, A Symposium;Brewster Ghiselin;https://raw.githubusercontent.com/peatysharing/bibliography/main/Brewster%20Ghiselin/1954%20-%20Brewster%20Ghiselin%20-%20The%20Creative%20Process%2C%20A%20Symposium.pdf;https://mega.nz/file/81xD3LZb#eZWs-jZ_Bmwzd4KRvcF1CQ6DjawXdgWsCU4rp1uM50U;1954;https://ln5.sync.com/dl/85819fdd0/z58kh2ij-fecz3afw-vh7wq9qz-4h7qurbf;Creativity;Book;img/cover page/Brewster Ghiselin/1954 - The Creative Process, A Symposium.webp
